split,utility_divisor,reservation_divisor,reservation_divisor_id,config_id,family,calibration,confidence_scale,reward_prior_strength,cost_prior_strength,cap_factor,tail_quantile,tail_decay,profile_rank,profile_accuracy,profile_chars_geomean,profile_utility,adaptive_utility,fixed_utility,utility_gap,relative_utility_gain_pct,adaptive_accuracy,adaptive_chars,adaptive_opens,fixed_accuracy,fixed_chars,fixed_n
83,500000.0,400000.0,8,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,6,0.3255952380952381,16292.13937127223,0.29301095935269367,0.284315439484127,0.27507163988095235,0.009243799603174674,3.360506232912734,0.3100198412698413,12852.200892857143,24.367559523809526,0.3080357142857143,16482.037202380954,31
83,600000.0,400000.0,8,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,5,0.3255952380952381,16292.13937127223,0.29844167247645104,0.2885995064484127,0.2826165757275132,0.005982930720899504,2.116977995893627,0.3100198412698413,12852.200892857143,24.367559523809526,0.31547619047619047,19715.76884920635,37
83,700000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.3058738134263282,0.29573889243197277,0.2897740766723356,0.005964815759637143,2.0584366373055194,0.32490079365079366,20413.330853174604,39.58234126984127,0.32341269841269843,23547.03521825397,44
83,800000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.3108687534147039,0.29938413008432535,0.2992130921378968,0.00017103794642853165,0.05716258777530572,0.32490079365079366,20413.330853174604,39.58234126984127,0.33283730158730157,26899.36755952381,50
83,900000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.314753706738996,0.3022193149250441,0.305702664792769,-0.003483349867724861,-1.1394568215773222,0.32490079365079366,20413.330853174604,39.58234126984127,0.33978174603174605,30671.173115079364,57
83,1000000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.31786166939842975,0.3044874627976191,0.31176485019841266,-0.0072773874007935335,-2.3342552555755005,0.32490079365079366,20413.330853174604,39.58234126984127,0.3462301587301587,34465.30853174603,64
84,100000.0,70000.0,3,106,shifted_exponential,bounded_identity,0.2,20.0,0.0,,0.5,0.5,11,0.28869047619047616,4846.208684812329,0.24022838934235288,0.2917929662698413,0.2772400496031746,0.014552916666666693,5.249211536174841,0.3253968253968254,3360.3859126984125,6.779265873015873,0.31299603174603174,3575.598214285714,7
84,200000.0,70000.0,3,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,4,0.300595238095238,6300.338201284428,0.2690935470888159,0.3203692385912698,0.30779870287698413,0.01257053571428568,4.084011919734978,0.3427579365079365,4477.739583333333,8.828869047619047,0.3333333333333333,5106.926091269841,10
84,300000.0,400000.0,8,187,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,7,0.31309523809523815,9635.918068430821,0.28097551120046876,0.33521181382275134,0.31860733961640214,0.016604474206349196,5.211579314632457,0.3576388888888889,6728.122519841269,14.165674603174603,0.34077380952380953,6649.940972222223,13
84,400000.0,400000.0,8,187,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,4,0.31309523809523815,9635.918068430821,0.2890054429241611,0.3408185825892857,0.3355106200396825,0.005307962549603196,1.5820550029013676,0.3576388888888889,6728.122519841269,14.165674603174603,0.35714285714285715,8652.894841269841,17
84,500000.0,400000.0,8,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,6,0.3255952380952381,16292.13937127223,0.29301095935269367,0.35457099999999997,0.3422497113095238,0.012321288690476162,3.600087387461091,0.37648809523809523,10958.547619047618,22.581845238095237,0.36259920634920634,10174.74751984127,20
84,600000.0,400000.0,8,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,5,0.3255952380952381,16292.13937127223,0.29844167247645104,0.35822384920634925,0.35175654679232804,0.006467302414021214,1.8385734318228384,0.37648809523809523,10958.547619047618,22.581845238095237,0.373015873015873,12755.595734126984,25
84,700000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.3058738134263282,0.36235284863945577,0.36035397675736963,0.0019988718820861395,0.5546967734539536,0.3888888888888889,18575.228174603173,39.713789682539684,0.3844246031746032,16849.43849206349,33
84,800000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.3108687534147039,0.3656698536706349,0.36193413814484127,0.003735715525793659,1.0321534036390552,0.3888888888888889,18575.228174603173,39.713789682539684,0.3913690476190476,23547.927579365078,46
84,900000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.314753706738996,0.3682497464726632,0.361288914792769,0.006960831679894197,1.9266662759046587,0.3888888888888889,18575.228174603173,39.713789682539684,0.3948412698412698,30197.119543650795,59
84,1000000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.31786166939842975,0.3703136607142857,0.35998247470238093,0.010331186011904747,2.8699136035569945,0.3888888888888889,18575.228174603173,39.713789682539684,0.3968253968253968,36842.92212301587,72
