reward_model,price_per_million,split_seed,selected_model,fixed_n,adaptive_utility,fixed_utility,adaptive_output_tokens,fixed_output_tokens,adaptive_cost_dollars,fixed_cost_dollars,adaptive_profit,fixed_profit,profit_gain,profit_improvement_percent,direct_cost_saving_percent,matched_quality_cost_saving_percent
rm_mistral_7b,10.0,71,gemma3_4b,8,0.37587277431361893,0.37695076856250054,5682.9375,6543.0425,0.056829375,0.065430425,0.3190433993136189,0.3115203435625005,0.00752305575111839,2.414948463745847,13.145337203602136,11.897083164852884
rm_mistral_7b,10.0,72,gemma3_4b,7,0.3816938921756661,0.3644180895760438,5622.89,5332.4325,0.056228900000000005,0.053324325000000006,0.3254649921756661,0.3110937645760438,0.014371227599622283,4.61958072969006,-5.446998157032468,14.76039581220282
rm_mistral_7b,10.0,73,gemma3_4b,8,0.3816527753110923,0.38148116796529274,5693.32,6477.815,0.0569332,0.06477815,0.3247195753110923,0.31670301796529277,0.008016557345799535,2.5312538533112634,12.110487872839837,12.378489221237377
rm_mistral_7b,10.0,74,gemma3_4b,8,0.3662172457849228,0.3659555688365675,5799.76,6547.175,0.05799760000000001,0.06547175000000001,0.3082196457849228,0.3004838188365675,0.007735826948355284,2.5744570800209323,11.415839656034855,11.738582305102863
rm_mistral_7b,10.0,75,gemma3_4b,9,0.36597147804535474,0.3769607233109625,5779.73,7636.3375,0.0577973,0.076363375,0.30817417804535474,0.30059734831096246,0.007576829734392276,2.520591008858197,24.312800475358777,9.333921314145034
rm_mistral_7b,20.0,71,gemma3_4b,4,0.35352610839397824,0.3309259137705714,3880.6625,3272.12,0.07761325000000001,0.0654424,0.2759128583939782,0.2654835137705714,0.010429344623406833,3.9284340015251513,-18.59780509272275,15.761883289955513
rm_mistral_7b,20.0,72,gemma3_4b,5,0.35994005837781967,0.3458249598841027,3778.24,3810.1,0.0755648,0.076202,0.2843752583778197,0.26962295988410273,0.014752298493716953,5.471454841997959,0.8361985249730974,20.65795327332959
rm_mistral_7b,20.0,73,gemma3_4b,4,0.35736648197331794,0.33205836476013034,3862.245,3240.7475,0.0772449,0.06481495000000001,0.28012158197331793,0.26724341476013036,0.012878167213187575,4.818890383041479,-19.17759714386882,13.046721127110972
rm_mistral_7b,20.0,74,gemma3_4b,5,0.3406661823853716,0.3361539426819092,3915.15,4095.7275,0.07830300000000001,0.08191455,0.2623631823853716,0.2542393926819092,0.008123789703462392,3.1953308327897263,4.408923689381183,12.089842163643594
rm_mistral_7b,20.0,75,gemma3_4b,4,0.34449746110525636,0.3253144249949999,4009.2275,3392.8225,0.08018455000000001,0.06785645000000001,0.26431291110525634,0.2574579749949999,0.006854936110256449,2.6625456486207426,-18.16791181973121,10.533552520457945
skywork_llama31_8b,0.1,71,gemma3_4b,800,0.757942204954785,0.9400135936400419,134060.125,654282.4275,0.013406012500000002,0.06542824275,0.7445361924547851,0.8745853508900419,-0.13004915843525677,-14.869807538270479,79.51035831540807,6.222305919076609
skywork_llama31_8b,0.1,72,qwen35_9b,595,0.7870378518676776,0.9537288375145654,117159.1525,457966.2275,0.01171591525,0.04579662275,0.7753219366176776,0.9079322147645654,-0.13261027814688786,-14.605746551384879,74.41751258830543,11.273639434968475
skywork_llama31_8b,0.1,73,gemma3_4b,580,0.7448925900397945,0.9080465772811871,135605.7425,468712.305,0.01356057425,0.046871230500000007,0.7313320157897945,0.8611753467811871,-0.12984333099139267,-15.077455651361566,71.06844837367775,8.740213587301405
skywork_llama31_8b,0.1,74,qwen35_9b,589,0.7591788481838592,0.9442123242476045,123428.815,514373.1825,0.012342881500000001,0.05143731825,0.7468359666838592,0.8927750059976045,-0.1459390393137453,-16.346676187542922,76.00403380283147,11.376620266864101
skywork_llama31_8b,0.1,75,qwen35_9b,607,0.7730619668979491,0.9579506356245792,120294.2125,518221.4325,0.01202942125,0.05182214325,0.7610325456479492,0.9061284923745792,-0.14509594672662995,-16.012734170448045,76.78710200778892,10.101053466519627
skywork_llama31_8b,0.2,71,qwen35_9b,489,0.6955598506913132,0.9398033154881863,80281.55,405697.1275,0.01605631,0.0811394255,0.6795035406913132,0.8586638899881863,-0.17916034929687308,-20.865014982677096,80.2114571294321,19.272765579177488
skywork_llama31_8b,0.2,72,qwen35_9b,436,0.7120753725952333,0.9220441563588396,80326.755,335630.7525,0.016065351000000002,0.06712615050000001,0.6960100215952334,0.8549180058588396,-0.1589079842636062,-18.587511688207957,76.06692640597646,19.35005456130704
skywork_llama31_8b,0.2,73,qwen35_9b,483,0.694408257509627,0.9277090657792385,79453.5875,377539.895,0.015890717500000002,0.07550797900000002,0.6785175400096269,0.8522010867792384,-0.1736835467696115,-20.380582642298837,78.9549161420411,19.068747397074482
skywork_llama31_8b,0.2,74,qwen35_9b,476,0.6748797259245524,0.9265098475312752,84197.9325,415792.2925,0.0168395865,0.0831584585,0.6580401394245524,0.8433513890312752,-0.18531124960672274,-21.973195516946088,79.75000161889724,17.08493923273704
skywork_llama31_8b,0.2,75,qwen35_9b,489,0.7043127696020286,0.9448671966985229,82446.32,417492.5075,0.016489264000000003,0.0834985015,0.6878235056020285,0.8613686951985229,-0.17354518959649434,-20.14760816870605,80.25202404380873,18.569758986102336
skywork_llama31_8b,0.5,71,qwen35_9b,266,0.5619859442070062,0.8685555115099552,48016.8475,220730.6425,0.02400842375,0.11036532125,0.5379775204570062,0.7581901902599553,-0.22021266980294907,-29.04451582622644,78.24640613729017,23.631129646569327
skywork_llama31_8b,0.5,72,qwen35_9b,313,0.5571612918330493,0.8851714866664442,48173.3375,240958.245,0.024086668749999998,0.1204791225,0.5330746230830493,0.7646923641664441,-0.23161774108339483,-30.289009271835823,80.00759944943988,20.94689480312144
skywork_llama31_8b,0.5,73,gemma3_4b,339,0.5290919104311741,0.8581988337979197,53152.2625,273939.4,0.026576131249999996,0.1369697,0.5025157791811741,0.7212291337979198,-0.21871335461674568,-30.3250859355921,80.59707274674618,21.703446297294715
skywork_llama31_8b,0.5,74,gemma3_4b,328,0.5283499321945139,0.8581025665747252,54370.6275,268869.6125,0.02718531375,0.13443480624999998,0.5011646184445139,0.7236677603247252,-0.22250314188021136,-30.746587602627127,79.77806900733343,16.210735962640467
skywork_llama31_8b,0.5,75,gemma3_4b,342,0.5388174004063133,0.8797717663680561,53668.4025,290533.1375,0.02683420125,0.14526656875,0.5119831991563133,0.7345051976180561,-0.2225219984617428,-30.29549677570214,81.52761404024007,15.90924608206532
skywork_llama31_8b,1.0,71,gemma3_4b,228,0.4328814709303703,0.8024872059556482,34953.7625,186446.5,0.03495376249999999,0.1864465,0.39792770843037034,0.6160407059556482,-0.21811299752527785,-35.40561450187366,81.25265826926223,12.59983234941664
skywork_llama31_8b,1.0,72,qwen35_9b,190,0.44559665130847803,0.815718259202452,32152.64,146251.2975,0.032152639999999996,0.1462512975,0.413444011308478,0.669466961702452,-0.256022950393974,-38.24280585003158,78.01548393100582,20.184702722296578
skywork_llama31_8b,1.0,73,gemma3_4b,199,0.4112791295388299,0.756528176049342,34828.5425,160832.0925,0.034828542500000004,0.1608320925,0.3764505870388299,0.595696083549342,-0.21924549651051212,-36.804924955050815,78.34478059781507,14.873871437457275
skywork_llama31_8b,1.0,74,gemma3_4b,231,0.4091861818335631,0.8008220474231185,35771.4325,189365.715,0.0357714325,0.189365715,0.3734147493335631,0.6114563324231185,-0.23804158308955536,-38.93026704723604,81.10986854193749,11.625984912120014
skywork_llama31_8b,1.0,75,gemma3_4b,236,0.4355093146591728,0.8176521832170219,35453.6675,200513.1,0.0354536675,0.2005131,0.4000556471591728,0.6171390832170219,-0.21708343605784913,-35.17577187402179,82.31852806624605,16.55210840693766
skywork_llama31_8b,2.0,71,gemma3_4b,133,0.3296808110470544,0.677726389686041,22537.0975,108759.8325,0.045074195,0.217519665,0.2846066160470544,0.46020672468604107,-0.17560010863898667,-38.15678894279159,79.27810572896938,16.8589808698833
skywork_llama31_8b,2.0,72,qwen35_9b,157,0.3502099749412869,0.7597041913632091,21049.23,120838.6025,0.04209846,0.24167720499999998,0.3081115149412869,0.5180269863632091,-0.20991547142192218,-40.52211119262852,82.58070718750658,23.514906090885578
skywork_llama31_8b,2.0,73,gemma3_4b,120,0.32137615276241877,0.62797450952914,22410.245,96986.9775,0.04482049,0.19397395499999998,0.2765556627624188,0.43400055452914005,-0.15744489176672127,-36.2775784785662,76.89355253905093,19.10099973694077
skywork_llama31_8b,2.0,74,gemma3_4b,138,0.30445551305931223,0.6835146880512899,22977.15,113162.645,0.045954300000000003,0.22632528999999998,0.25850121305931223,0.4571893980512899,-0.19868818499197766,-43.45861602190691,79.69546399344058,13.985654175909124
skywork_llama31_8b,2.0,75,gemma3_4b,156,0.32671035862553083,0.7248210741561333,22949.245,132518.7425,0.04589848999999999,0.26503748499999996,0.2808118686255308,0.4597835891561333,-0.1789717205306025,-38.925208457109,82.68226473700503,18.871962241923402
skywork_llama31_8b,5.0,71,gemma3_4b,55,0.23486201652553934,0.45891590059690235,12081.55,44976.5125,0.06040775,0.2248825625,0.17445426652553933,0.23403333809690235,-0.059579071571363024,-25.45751475231879,73.1380906867779,28.44013741501682
skywork_llama31_8b,5.0,72,qwen35_9b,46,0.23343825037294338,0.40278414509285754,11677.5975,35420.7025,0.0583879875,0.1771035125,0.1750502628729434,0.22568063259285753,-0.05063036971991414,-22.434521358,67.03171683283244,18.273783115241095
skywork_llama31_8b,5.0,73,gemma3_4b,51,0.2106474648573437,0.4106123551551126,12004.18,41225.305,0.06002090000000001,0.206126525,0.1506265648573437,0.20448583015511257,-0.05385926529776888,-26.338874071085502,70.88152531557984,20.552891843993514
skywork_llama31_8b,5.0,74,gemma3_4b,51,0.21497256432232237,0.41572454461668856,12256.19,41816.995,0.06128095000000001,0.20908497500000003,0.15369161432232237,0.20663956961668853,-0.05294795529436616,-25.623337965997198,70.69088775986893,20.91223332956774
skywork_llama31_8b,5.0,75,gemma3_4b,55,0.21932061468485498,0.4525034890690922,12312.9525,46710.9275,0.0615647625,0.2335546375,0.15775585218485497,0.21894885156909222,-0.06119299938423725,-27.948536357098448,73.64010273613171,24.3349469343037
skywork_llama31_8b,10.0,71,gemma3_4b,16,0.1753552486222948,0.19918330980703472,7305.305,13088.0225,0.07305305000000001,0.130880225,0.10230219862229478,0.06830308480703473,0.03399911381526005,49.776834986753606,44.183279024772446,32.421124902663855
skywork_llama31_8b,10.0,72,gemma3_4b,16,0.19996869378676063,0.20421671250295043,7093.8925,12202.46,0.070938925,0.1220246,0.12902976878676065,0.08219211250295043,0.04683765628381022,56.98558518267662,41.8650624546198,39.091604431865136
skywork_llama31_8b,10.0,73,gemma3_4b,15,0.16100414357351742,0.17632603812682937,7218.0925,12134.8575,0.072180925,0.12134857500000001,0.08882321857351741,0.05497746312682936,0.03384575544668805,61.562963297539106,40.51769870391968,31.565249977657928
skywork_llama31_8b,10.0,74,gemma3_4b,25,0.17295518169200833,0.2496410427212222,7365.38,20507.6475,0.0736538,0.205076475,0.09930138169200832,0.04456456772122219,0.05473681397078613,122.82586092430509,64.08471522635641,32.69699048555468
skywork_llama31_8b,10.0,75,gemma3_4b,15,0.17395816520693402,0.18385406329936466,7464.4125,12729.5125,0.074644125,0.127295125,0.09931404020693402,0.05655893829936465,0.04275510190756937,75.5938905381639,41.361363995675404,36.63503809547345
skywork_llama31_8b,20.0,71,gemma3_4b,4,0.11525838351878517,0.06292129271856878,4334.475,3272.12,0.08668950000000002,0.0654424,0.028568883518785157,-0.00252110728143122,0.031089990800216377,,-32.46687163062481,31.40273541235814
skywork_llama31_8b,20.0,72,gemma3_4b,2,0.1375978368207681,0.03882471791853408,4199.115,1520.5625,0.0839823,0.03041125,0.0536155368207681,0.008413467918534076,0.04520206890223402,537.2584686827905,-176.1553701344075,36.056607138260254
skywork_llama31_8b,20.0,73,gemma3_4b,4,0.114629529202534,0.06257981084097537,4220.8575,3240.7475,0.08441715000000001,0.06481495000000001,0.030212379202533987,-0.0022351391590246378,0.032447518361558625,,-30.243331206766342,36.90793824739175
skywork_llama31_8b,20.0,74,gemma3_4b,4,0.11131132546082327,0.06884061925961454,4351.965,3269.6125,0.08703930000000001,0.06539225000000001,0.024272025460823257,0.003448369259614531,0.020823656201208726,603.8696738508932,-33.1033876338557,23.3712972847277
skywork_llama31_8b,20.0,75,gemma3_4b,3,0.1119362151325344,0.05247343407679529,4364.9425,2541.3275,0.08729885000000001,0.050826550000000005,0.024637365132534395,0.0016468840767952866,0.022990481055739108,1395.9987457330249,-71.75836250935781,27.509741769011153
