model,reward_model,split_seed,price_per_million,profit,fixed_profit,profit_gain,profit_improvement_percent,quality,output_tokens,samples,fixed_n,fixed_quality,fixed_output_tokens,matched_fixed_tokens,matched_cost_saving_percent
gemma3_4b,skywork_llama31_8b,71,0.5,0.5253986581248152,0.7293699344956712,-0.203971276370856,-27.96540777512218,0.5519524018748152,53107.4875,97.095,325,0.8622620469956712,265784.225,66444.10760983975,20.07193803873847
gemma3_4b,skywork_llama31_8b,71,1.0,0.39792770843037034,0.6160407059556482,-0.21811299752527785,-35.40561450187366,0.4328814709303703,34953.7625,64.3275,228,0.8024872059556482,186446.5,39992.78655819225,12.59983234941664
gemma3_4b,skywork_llama31_8b,71,2.0,0.2846066160470544,0.46020672468604107,-0.17560010863898667,-38.15678894279159,0.3296808110470544,22537.0975,42.0875,133,0.677726389686041,108759.8325,27107.0739038322,16.8589808698833
gemma3_4b,skywork_llama31_8b,71,5.0,0.17445426652553933,0.23403333809690235,-0.059579071571363024,-25.45751475231879,0.23486201652553934,12081.55,23.3125,55,0.45891590059690235,44976.5125,16883.137506939973,28.44013741501682
gemma3_4b,skywork_llama31_8b,71,10.0,0.10230219862229478,0.06830308480703473,0.03399911381526005,49.776834986753606,0.1753552486222948,7305.305,14.485,16,0.19918330980703472,13088.0225,10810.04232384443,32.421124902663855
gemma3_4b,skywork_llama31_8b,71,20.0,0.028568883518785157,-0.00252110728143122,0.031089990800216377,,0.11525838351878517,4334.475,8.7725,4,0.06292129271856878,3272.12,6318.728634524703,31.40273541235814
gemma3_4b,skywork_llama31_8b,72,0.1,0.7625031478986536,0.8832618685627167,-0.12075872066406312,-13.671904670872651,0.7750360946486536,125329.4675,244.835,643,0.9323470540627167,490851.855,143970.89745924258,12.948054286123956
gemma3_4b,skywork_llama31_8b,72,0.2,0.6709235667157414,0.8385398013919847,-0.16761623467624331,-19.9890612703176,0.6879879317157414,85321.825,168.305,576,0.9264723428919847,439662.7075,102848.57339353305,17.041314055441347
gemma3_4b,skywork_llama31_8b,72,0.5,0.5503897339758438,0.7407470677483223,-0.19035733377247854,-25.698020560663863,0.5756220639758438,50464.66,100.7525,325,0.8647575289983223,248020.9225,67080.44793692144,24.76994183543013
gemma3_4b,skywork_llama31_8b,72,1.0,0.43490341196064564,0.6303186778559459,-0.19541526589530023,-31.002613877794808,0.46827929696064563,33375.885,67.69,193,0.7775690453559458,147250.3675,44130.02632955029,24.36921575627774
gemma3_4b,skywork_llama31_8b,72,2.0,0.3164118727333998,0.4801748945099512,-0.1637630217765514,-34.10486963165408,0.3597000477333998,21644.0875,44.865,133,0.6832139295099512,101519.5175,27767.136524409125,22.051424060333204
gemma3_4b,skywork_llama31_8b,72,5.0,0.19227330002079346,0.24463501453794406,-0.052361714517150604,-21.40401471802764,0.25067177502079346,11679.695,25.195,55,0.45447628953794406,41968.255,16278.489901256453,28.25074640923232
gemma3_4b,skywork_llama31_8b,72,10.0,0.12902976878676065,0.08219211250295043,0.04683765628381022,56.98558518267662,0.19996869378676063,7093.8925,15.8225,16,0.20421671250295043,12202.46,11646.822139756503,39.091604431865136
gemma3_4b,skywork_llama31_8b,72,20.0,0.0536155368207681,0.008413467918534076,0.04520206890223402,537.2584686827905,0.1375978368207681,4199.115,9.715,2,0.03882471791853408,1520.5625,6566.925544722733,36.056607138260254
gemma3_4b,skywork_llama31_8b,73,0.1,0.7313320157897945,0.8611753467811871,-0.12984333099139267,-15.077455651361566,0.7448925900397945,135605.7425,244.5225,580,0.9080465772811871,468712.305,148593.09651105074,8.740213587301405
gemma3_4b,skywork_llama31_8b,73,0.2,0.6326249252388451,0.8146257792811871,-0.182000854042342,-22.34165167261668,0.650878063738845,91265.6925,165.7975,578,0.9080465772811871,467103.99,103234.59851849837,11.593890217293467
gemma3_4b,skywork_llama31_8b,73,0.5,0.5025157791811741,0.7212291337979198,-0.21871335461674568,-30.3250859355921,0.5290919104311741,53152.2625,97.4175,339,0.8581988337979197,273939.4,67885.82636960111,21.703446297294715
gemma3_4b,skywork_llama31_8b,73,1.0,0.3764505870388299,0.595696083549342,-0.21924549651051212,-36.804924955050815,0.4112791295388299,34828.5425,64.4325,199,0.756528176049342,160832.0925,40914.04494497978,14.873871437457275
gemma3_4b,skywork_llama31_8b,73,2.0,0.2765556627624188,0.43400055452914005,-0.15744489176672127,-36.2775784785662,0.32137615276241877,22410.245,42.1275,120,0.62797450952914,96986.9775,27701.510435393044,19.10099973694077
gemma3_4b,skywork_llama31_8b,73,5.0,0.1506265648573437,0.20448583015511257,-0.05385926529776888,-26.338874071085502,0.2106474648573437,12004.18,23.3875,51,0.4106123551551126,41225.305,15109.650028328238,20.552891843993514
gemma3_4b,skywork_llama31_8b,73,10.0,0.08882321857351741,0.05497746312682936,0.03384575544668805,61.562963297539106,0.16100414357351742,7218.0925,14.5475,15,0.17632603812682937,12134.8575,10547.40829424158,31.565249977657928
gemma3_4b,skywork_llama31_8b,73,20.0,0.030212379202533987,-0.0022351391590246378,0.032447518361558625,,0.114629529202534,4220.8575,8.8225,4,0.06257981084097537,3240.7475,6689.997731490377,36.90793824739175
gemma3_4b,skywork_llama31_8b,74,0.1,0.7430627056924454,0.8701298243782785,-0.1270671186858331,-14.603236795914283,0.7567483044424453,136855.9875,228.4,637,0.9223529736282785,522231.4925,148377.31927075423,7.7648874015108005
gemma3_4b,skywork_llama31_8b,74,0.2,0.6361481215485225,0.8219739031873793,-0.18582578163885677,-22.607260512563432,0.6546772725485225,92645.755,154.935,546,0.9114922716873793,447591.8425,99481.77585457795,6.871631307196213
gemma3_4b,skywork_llama31_8b,74,0.5,0.5011646184445139,0.7236677603247252,-0.22250314188021136,-30.746587602627127,0.5283499321945139,54370.6275,91.3575,328,0.8581025665747252,268869.6125,64889.73035466394,16.210735962640467
gemma3_4b,skywork_llama31_8b,74,1.0,0.3734147493335631,0.6114563324231185,-0.23804158308955536,-38.93026704723604,0.4091861818335631,35771.4325,60.39,231,0.8008220474231185,189365.715,40477.31956551769,11.625984912120014
gemma3_4b,skywork_llama31_8b,74,2.0,0.25850121305931223,0.4571893980512899,-0.19868818499197766,-43.45861602190691,0.30445551305931223,22977.15,39.25,138,0.6835146880512899,113162.645,26713.16020584623,13.985654175909124
gemma3_4b,skywork_llama31_8b,74,5.0,0.15369161432232237,0.20663956961668853,-0.05294795529436616,-25.623337965997198,0.21497256432232237,12256.19,21.47,51,0.41572454461668856,41816.995,15496.947904816861,20.91223332956774
gemma3_4b,skywork_llama31_8b,74,10.0,0.09930138169200832,0.04456456772122219,0.05473681397078613,122.82586092430509,0.17295518169200833,7365.38,13.205,25,0.2496410427212222,20507.6475,10943.61166482334,32.69699048555468
gemma3_4b,skywork_llama31_8b,74,20.0,0.024272025460823257,0.003448369259614531,0.020823656201208726,603.8696738508932,0.11131132546082327,4351.965,7.905,4,0.06884061925961454,3269.6125,5679.288368185623,23.3712972847277
gemma3_4b,skywork_llama31_8b,75,0.1,0.7465349833977839,0.8817201084549804,-0.1351851250571965,-15.331977093510835,0.7599398018977839,134048.185,216.0925,871,0.9557280769549804,740079.685,146389.36722311645,8.430381562007083
gemma3_4b,skywork_llama31_8b,75,0.2,0.6545159019620601,0.8331375785116679,-0.1786216765496078,-21.4396374808469,0.6727367244620601,91104.1125,148.1625,524,0.922172782011668,445176.0175,103714.09720620119,12.158409556543115
gemma3_4b,skywork_llama31_8b,75,0.5,0.5119831991563133,0.7345051976180561,-0.2225219984617428,-30.29549677570214,0.5388174004063133,53668.4025,87.95,342,0.8797717663680561,290533.1375,63822.00182480909,15.90924608206532
gemma3_4b,skywork_llama31_8b,75,1.0,0.4000556471591728,0.6171390832170219,-0.21708343605784913,-35.17577187402179,0.4355093146591728,35453.6675,58.6525,236,0.8176521832170219,200513.1,42485.99553945775,16.55210840693766
gemma3_4b,skywork_llama31_8b,75,2.0,0.2808118686255308,0.4597835891561333,-0.1789717205306025,-38.925208457109,0.32671035862553083,22949.245,38.55,156,0.7248210741561333,132518.7425,28287.68651897453,18.871962241923402
gemma3_4b,skywork_llama31_8b,75,5.0,0.15775585218485497,0.21894885156909222,-0.06119299938423725,-27.948536357098448,0.21932061468485498,12312.9525,21.3475,55,0.4525034890690922,46710.9275,16272.971472456722,24.3349469343037
gemma3_4b,skywork_llama31_8b,75,10.0,0.09931404020693402,0.05655893829936465,0.04275510190756937,75.5938905381639,0.17395816520693402,7464.4125,13.2575,15,0.18385406329936466,12729.5125,11780.031543689402,36.63503809547345
gemma3_4b,skywork_llama31_8b,75,20.0,0.024637365132534395,0.0016468840767952866,0.022990481055739108,1395.9987457330249,0.1119362151325344,4364.9425,7.96,3,0.05247343407679529,2541.3275,6021.419438307411,27.509741769011153
granite42_8b,armorm_llama3_8b,71,0.1,0.49698427040252274,0.49738239386994676,-0.0003981234674240164,-0.08004373945092151,0.49882158665252274,18373.1625,32.4475,9,0.49841738411994674,10349.9025,15687.005576302037,-17.123452341700386
granite42_8b,armorm_llama3_8b,71,0.2,0.4963066947464243,0.4967008765664417,-0.0003941818200173808,-0.07936000088066135,0.4982938832464243,9935.9425,16.5425,5,0.4978606895664417,5799.065,8918.602869644164,-11.406939463786504
granite42_8b,armorm_llama3_8b,71,0.5,0.4949873510321735,0.4952396097357543,-0.00025225870358080993,-0.05093669783711524,0.4978084860321735,5642.27,7.8225,3,0.4969784647357543,3477.71,5618.022384260567,-0.4316041140627114
granite42_8b,armorm_llama3_8b,71,1.0,0.4927913118406082,0.494176818328107,-0.0013855064874988,-0.28036654818941703,0.4976499143406082,4858.6025,5.3875,2,0.496488815828107,2311.9975,5068.09345271141,4.133525844898001
granite42_8b,armorm_llama3_8b,71,2.0,0.48814678570500875,0.4928857537782312,-0.004738968073222438,-0.9614739393248294,0.49755882070500873,4706.0175,4.4625,1,0.4952010387782312,1157.6425,4752.179400199057,0.9713837865027553
granite42_8b,armorm_llama3_8b,71,5.0,0.47431516645140853,0.4894128262782312,-0.015097659826822651,-3.0848516867924567,0.49753051645140856,4643.07,4.08,1,0.4952010387782312,1157.6425,4654.0198372468585,0.23527697839242911
granite42_8b,armorm_llama3_8b,71,10.0,0.4511467625386082,0.4836246137782312,-0.03247785123962299,-6.715508333187502,0.4975258625386082,4637.91,4.01,1,0.4952010387782312,1157.6425,4637.88,-0.000646847266416728
granite42_8b,armorm_llama3_8b,71,20.0,0.4047682625386082,0.4720481887782312,-0.06727992623962298,-14.252766526603741,0.4975258625386082,4637.88,4.0,1,0.4952010387782312,1157.6425,4637.88,0.0
granite42_8b,armorm_llama3_8b,72,0.1,0.49696265553988794,0.49750893498232257,-0.0005462794424346273,-0.10980294101733824,0.49885196803988796,18893.125,29.1325,8,0.4984361099823226,9271.75,14797.346392034775,-27.67914259390407
granite42_8b,armorm_llama3_8b,72,0.2,0.4962450532788186,0.49672753002999886,-0.0004824767511802386,-0.09713106723742498,0.4982907317788186,10228.3925,15.0,5,0.49789330302999885,5828.865,8220.23998705653,-24.42936600519545
granite42_8b,armorm_llama3_8b,72,0.5,0.49498306490472777,0.49551274317954747,-0.0005296782748197004,-0.10689498546917757,0.49787536240472774,5784.595,7.245,2,0.4966624819295475,2299.4775,5741.982091275518,-0.7421289033490597
granite42_8b,armorm_llama3_8b,72,1.0,0.49284532399583336,0.49411981972882973,-0.0012744957329963724,-0.25793252610182865,0.49775405899583336,4908.735,5.095,1,0.49528239222882975,1162.5725,5154.533613662406,4.768590760780034
granite42_8b,armorm_llama3_8b,72,2.0,0.4882507035816337,0.4929572472288298,-0.004706543647196082,-0.9547569639464726,0.4976742185816337,4711.7575,4.3375,1,0.49528239222882975,1162.5725,4767.882239219699,1.1771418924323984
granite42_8b,armorm_llama3_8b,72,5.0,0.4744206997298178,0.48946952972882973,-0.015048829999011915,-3.074518245772948,0.4976531622298178,4646.4925,4.0625,1,0.49528239222882975,1162.5725,4665.910481533226,0.41616703985380976
granite42_8b,armorm_llama3_8b,72,10.0,0.45121448331701736,0.4836566672288298,-0.03244218391181242,-6.707688761470795,0.49764850831701735,4643.4025,4.01,1,0.49528239222882975,1162.5725,4643.3725,-0.0006460821310394493
granite42_8b,armorm_llama3_8b,72,20.0,0.40478105831701733,0.47203094222882974,-0.06724988391181241,-14.246922795838927,0.49764850831701735,4643.3725,4.0,1,0.49528239222882975,1162.5725,4643.3725,0.0
granite42_8b,armorm_llama3_8b,73,0.1,0.4971034437923977,0.49748701431744463,-0.0003835705250469501,-0.07710161552120337,0.4989769360423977,18734.9225,34.855,8,0.4983935800674446,9065.6575,16212.748175769422,-15.55673533497588
granite42_8b,armorm_llama3_8b,73,0.2,0.49642977951838757,0.49678021903803155,-0.0003504395196439747,-0.07054216456576473,0.49844178801838757,10060.0425,17.7375,5,0.49791268453803156,5662.3275,9487.557435645393,-6.034061645874655
granite42_8b,armorm_llama3_8b,73,0.5,0.49506958452481287,0.49531999009914274,-0.00025040557432987054,-0.050554304153916665,0.4979158020248129,5692.435,8.2825,2,0.4964410350991427,2242.09,5680.68850586273,-0.20677940931186356
granite42_8b,armorm_llama3_8b,73,1.0,0.4928901808696276,0.49419894509914275,-0.001308764229515147,-0.2648253790288022,0.4977155408696276,4825.36,5.5325,2,0.4964410350991427,2242.09,5014.618592988009,3.774137344216999
granite42_8b,armorm_llama3_8b,73,2.0,0.48837081085848283,0.4930361549258825,-0.004665344067399657,-0.9462478604841855,0.4976008358584828,4615.0125,4.485,1,0.49527427992588247,1119.0625,4637.759128015679,0.4904659208856299
granite42_8b,armorm_llama3_8b,73,5.0,0.4748968466925678,0.48967896742588246,-0.014782120733314641,-3.0187371148531215,0.49757268419256784,4535.1675,4.08,1,0.49527427992588247,1119.0625,4545.267774334529,0.22221516610225756
granite42_8b,armorm_llama3_8b,73,10.0,0.45226795527976754,0.48408365492588246,-0.031815699646114914,-6.572355691494311,0.49756803027976754,4530.0075,4.01,1,0.49527427992588247,1119.0625,4529.9775,-0.0006622549449719628
granite42_8b,armorm_llama3_8b,73,20.0,0.4069684802797675,0.47289302992588245,-0.06592454964611494,-13.940689643162521,0.49756803027976754,4529.9775,4.0,1,0.49527427992588247,1119.0625,4529.9775,0.0
granite42_8b,armorm_llama3_8b,74,0.1,0.49692599514755564,0.49740240610236647,-0.0004764109548108242,-0.09577978493187622,0.49875380214755566,18278.07,24.035,8,0.49837637935236645,9739.7325,14183.244759507475,-28.870863543038226
granite42_8b,armorm_llama3_8b,74,0.2,0.4962260100556846,0.4966830426392176,-0.00045703258353296805,-0.0920169493011963,0.49823052005568463,10022.55,12.5425,5,0.4979052096392176,6110.835,8405.500182123962,-19.23799634571455
granite42_8b,armorm_llama3_8b,74,0.5,0.4948726446124781,0.49527102576805226,-0.00039838115557416787,-0.08043700011652603,0.4977844533624781,5823.6175,6.34,2,0.4964866557680523,2431.26,5670.357821472325,-2.702821997358207
granite42_8b,armorm_llama3_8b,74,1.0,0.49256041506358744,0.4940553957680523,-0.0014949807044648544,-0.30259374095910363,0.4976415200635874,5081.105,4.745,2,0.4964866557680523,2431.26,5148.986527880149,1.3183473585062222
granite42_8b,armorm_llama3_8b,74,2.0,0.4877038124491079,0.4927662075012294,-0.005062395052121527,-1.027342170599005,0.4975845674491079,4940.3775,4.225,1,0.4952082975012294,1221.045,4941.24306631385,0.01751717740322567
granite42_8b,armorm_llama3_8b,74,5.0,0.4731002373167498,0.4891030725012294,-0.01600283518447959,-3.271873779619196,0.4975724373167498,4894.44,4.0275,1,0.4952082975012294,1221.045,4896.9965342037485,0.05220616730872152
granite42_8b,armorm_llama3_8b,74,10.0,0.44866743126773756,0.4829978475012294,-0.03433041623349187,-7.107778308143388,0.4975706062677376,4890.3175,4.0,1,0.4952082975012294,1221.045,4890.3175,0.0
granite42_8b,armorm_llama3_8b,74,20.0,0.3997642562677376,0.4707873975012294,-0.0710231412334918,-15.08603280598783,0.4975706062677376,4890.3175,4.0,1,0.4952082975012294,1221.045,4890.3175,0.0
granite42_8b,armorm_llama3_8b,75,0.1,0.4969208127375725,0.49741659810810274,-0.000495785370530244,-0.09967206008322539,0.49874022148757247,18194.0875,26.005,9,0.4985021836081027,10855.855,13838.578449138406,-31.47367388109703
granite42_8b,armorm_llama3_8b,75,0.2,0.49629646175331443,0.4967237135359999,-0.00042725178268548936,-0.08601396934405153,0.4982990712533144,10013.0475,13.56,6,0.4981802520359999,7282.6925,8358.634921329663,-19.792856061323928
granite42_8b,armorm_llama3_8b,75,0.5,0.49496081405716846,0.4953528320010272,-0.0003920179438587357,-0.07913913447817389,0.49791819030716844,5914.7525,6.785,3,0.4971655845010272,3625.505,5727.313069620888,-3.2727289062184806
granite42_8b,armorm_llama3_8b,75,1.0,0.49270327938153,0.4942647433052449,-0.0015614639237148675,-0.3159165092927837,0.49779089688153,5087.6175,4.915,2,0.4966659958052449,2401.2525,5200.467568203294,2.1699984996211064
granite42_8b,armorm_llama3_8b,75,2.0,0.487911588294408,0.49295500847600904,-0.005043420181601033,-1.0230994908020057,0.497734478294408,4911.445,4.2825,1,0.49537558847600904,1210.29,4966.960781246367,1.1177012199487746
granite42_8b,armorm_llama3_8b,75,5.0,0.47344058707481873,0.48932413847600903,-0.0158835514011903,-3.2460183653844106,0.49771136207481875,4854.155,4.055,1,0.49537558847600904,1210.29,4871.286741214195,0.3516882114380504
granite42_8b,armorm_llama3_8b,75,10.0,0.4491861581620183,0.483272688476009,-0.034086530313990726,-7.053270571006596,0.4977067081620183,4852.055,4.01,1,0.49537558847600904,1210.29,4852.025,-0.0006182985454739054
granite42_8b,armorm_llama3_8b,75,20.0,0.40066620816201826,0.47116978847600904,-0.07050358031399079,-14.96351889242166,0.4977067081620183,4852.025,4.0,1,0.49537558847600904,1210.29,4852.025,0.0
granite42_8b,fsfairx_llama3_rm,71,0.1,0.5771374277223312,0.5686597683317355,0.008477659390595749,1.4908139915483154,0.6098556409723312,327182.1325,439.2325,385,0.6130732533317355,444134.85,405767.0946128974,19.367012051055443
granite42_8b,fsfairx_llama3_rm,71,0.2,0.5446724253641431,0.5340909360130924,0.010581489351050632,1.9812149275626807,0.5831164858641431,192220.3025,309.4425,210,0.5825465970130924,242278.305,242546.96927482745,20.749245775074122
granite42_8b,fsfairx_llama3_rm,71,0.5,0.4929928636446776,0.47903037150692807,0.013962492137749527,2.91474047748298,0.5390479423946776,92110.1575,176.85,102,0.537809691506928,117558.64,118162.7833693248,22.04808072935771
granite42_8b,fsfairx_llama3_rm,71,1.0,0.447684159969744,0.4335404512794334,0.014143708690310564,3.26237347600914,0.499502987469744,51818.8275,107.1175,58,0.5004109787794334,66870.5275,64452.49690907525,19.601520522778017
granite42_8b,fsfairx_llama3_rm,71,2.0,0.3941430868059173,0.3734369999106747,0.020706086895242615,5.54473362312665,0.4513509768059173,28603.945,59.3225,22,0.4241603649106747,25361.6825,35551.690737873054,19.54265913567833
granite42_8b,fsfairx_llama3_rm,71,5.0,0.32601828502938185,0.3152790822394169,0.01073920278996493,3.4062528708484963,0.39038616002938187,12873.575,26.9925,12,0.3843101572394169,13806.215,15091.248806878855,14.69509803501483
granite42_8b,fsfairx_llama3_rm,71,10.0,0.27579291632500125,0.2569385571806184,0.018854359144382826,7.338080882554696,0.34935289132500125,7355.9975,15.055,8,0.3491091821806184,9217.0625,9243.808549779771,20.422437782149295
granite42_8b,fsfairx_llama3_rm,71,20.0,0.20943800064375295,0.1905165847742601,0.018921415869492864,9.93163712855368,0.31818780064375296,5437.49,8.98,4,0.2832741847742601,4637.88,6746.173006188956,19.398894825086266
granite42_8b,fsfairx_llama3_rm,72,0.1,0.5681812634524692,0.5598685668375813,0.008312696614887871,1.4847585857234589,0.6026818499524692,345005.865,418.065,376,0.6035788900875814,437103.2325,417444.5838146723,17.352894641179972
granite42_8b,fsfairx_llama3_rm,72,0.2,0.5341863405023448,0.519579874736901,0.014606465765443777,2.8112069915795015,0.5739060575023448,198598.585,275.145,174,0.560048500736901,202343.13,243861.17138045025,18.560800854120252
granite42_8b,fsfairx_llama3_rm,72,0.5,0.4857972370785629,0.472830789896175,0.01296644718238793,2.7423017831040837,0.5326995083285629,93804.5425,151.8475,98,0.529726557396175,113791.535,117260.74789899187,20.003458803790842
granite42_8b,fsfairx_llama3_rm,72,1.0,0.44311126829392816,0.4283193450675261,0.014791923226402048,3.4534800719939573,0.4958034507939282,52692.1825,93.2925,52,0.4886553400675261,60335.995,65195.64432904447,19.17836990142946
granite42_8b,fsfairx_llama3_rm,72,2.0,0.3945151116273927,0.37753777140246747,0.016977340224925253,4.4968587280309125,0.45256401162739274,29024.45,51.575,27,0.4402236264024675,31342.9275,36283.86410125425,20.00727949205198
granite42_8b,fsfairx_llama3_rm,72,5.0,0.3219814126619185,0.31993460148406694,0.0020468111778515485,0.6397592409064519,0.3880559251619185,13214.9025,23.52,12,0.3893203139840669,13877.1425,13616.081329001623,2.9463604050831482
granite42_8b,fsfairx_llama3_rm,72,10.0,0.27534811713607243,0.2631671848832443,0.012180932252828125,4.628590854985308,0.3501141671360724,7476.605,13.075,8,0.3558846848832443,9271.75,8790.454319807744,14.946318722653684
granite42_8b,fsfairx_llama3_rm,72,20.0,0.20998265451421189,0.2012803450740872,0.008702309440124678,4.323477007614199,0.3187471045142119,5438.2225,7.9175,4,0.2941477950740872,4643.3725,6290.217232312237,13.54475848521769
granite42_8b,fsfairx_llama3_rm,73,0.1,0.5659888474004391,0.5533478106681503,0.01264103673228878,2.284464940238061,0.6000624036504391,340735.5625,455.9275,342,0.5920448726681503,386970.62,452300.5417696711,24.66611665623082
granite42_8b,fsfairx_llama3_rm,73,0.2,0.5348885490296119,0.522141907844011,0.012746641185600871,2.4412216284713364,0.5748627130296119,199870.82,325.815,252,0.579190590344011,285243.4125,257023.20132053993,22.236273234050874
granite42_8b,fsfairx_llama3_rm,73,0.5,0.48713042195320405,0.47092120067070864,0.016209221282495412,3.442024113463029,0.535009214453204,95757.585,186.5675,90,0.5218366094207086,101830.8175,121168.01917995025,20.9712384108652
granite42_8b,fsfairx_llama3_rm,73,1.0,0.4473184475482932,0.4298445250448496,0.017473922503443595,4.065172750919738,0.5006280000482932,53309.5525,111.68,61,0.49893102004484957,69086.495,69690.22247193148,23.504975864482258
granite42_8b,fsfairx_llama3_rm,73,2.0,0.3986851380665794,0.37716224525151404,0.021522892815065364,5.706534279620865,0.4574374530665794,29376.1575,61.6875,39,0.465600535251514,44219.145,38778.19423089983,24.24567960776255
granite42_8b,fsfairx_llama3_rm,73,5.0,0.33006816295239794,0.3185720999580305,0.01149606299436745,3.608622034347004,0.3963164004523979,13249.6475,28.07,11,0.3807758874580305,12440.7575,14821.186462848145,10.603327653878992
granite42_8b,fsfairx_llama3_rm,73,10.0,0.2780737141795572,0.26433313205541714,0.013740582124140033,5.198206527231454,0.35380728917955717,7573.3575,15.6775,8,0.35498970705541716,9065.6575,8960.14016209322,15.47724295608839
granite42_8b,fsfairx_llama3_rm,73,20.0,0.21725700340047066,0.1849183679391906,0.032338635461280074,17.488060175782245,0.32587825340047066,5431.0625,9.24,3,0.2528000679391906,3394.085,6675.627125569146,18.64341135534945
granite42_8b,fsfairx_llama3_rm,74,0.1,0.5563416819320952,0.5450779346681554,0.01126374726393986,2.0664471165572413,0.5920268909320953,356852.09,426.53,512,0.6071004416681554,620225.07,432103.7587994361,17.415184956621644
granite42_8b,fsfairx_llama3_rm,74,0.2,0.522290348311527,0.5130199181105282,0.009270430200998825,1.8070312425962274,0.563920009811527,208148.3075,296.6775,252,0.5740665426105281,305233.1225,241943.4758652659,13.968208171104335
granite42_8b,fsfairx_llama3_rm,74,0.5,0.47500111345901874,0.4634021552871274,0.011598958171891327,2.5030004801562753,0.5238968147090187,97791.4025,153.2675,117,0.5342160627871274,141627.815,112282.65208632412,12.906044982962362
granite42_8b,fsfairx_llama3_rm,74,1.0,0.4301512205915968,0.42706680950485637,0.0030844110867404018,0.7222315146233174,0.48406206559159676,53910.845,84.025,59,0.49855353200485636,71486.7225,57380.419834251916,6.046618069846943
granite42_8b,fsfairx_llama3_rm,74,2.0,0.3820183411114727,0.37421738864476617,0.007800952466706534,2.0846044848310763,0.44086695111147267,29424.305,45.7725,38,0.4663848786447662,46083.745,32206.631577022512,8.63898657134804
granite42_8b,fsfairx_llama3_rm,74,5.0,0.31949919409566213,0.31519823169629546,0.00430096239936667,1.3645261828469895,0.3852527815956621,13150.7175,20.425,12,0.3879630566962955,14552.965,14045.798336831193,6.372587839910048
granite42_8b,fsfairx_llama3_rm,74,10.0,0.26719846097710304,0.25994481245090384,0.007253648526199197,2.790457119650812,0.342036985977103,7483.8525,11.255,8,0.3573421374509038,9739.7325,8383.962632430874,10.736094277771047
granite42_8b,fsfairx_llama3_rm,74,20.0,0.2030561567192777,0.19186908438722736,0.011187072332050352,5.830575763562184,0.3143947067192777,5566.9275,6.9275,4,0.28967543438722737,4890.3175,6330.794660372257,12.065896958460831
granite42_8b,fsfairx_llama3_rm,75,0.1,0.5729946536534725,0.5627048860840485,0.010289767569424013,1.8286259501018587,0.6082716439034724,352769.9025,402.02,441,0.6159462820840484,532413.96,421602.072016163,16.326335681178563
granite42_8b,fsfairx_llama3_rm,75,0.2,0.5389322136611644,0.5295280567646329,0.009404156896531513,1.7759506368727722,0.5791320396611644,200999.13,247.9675,211,0.5804987897646329,254853.665,247740.48413706414,18.867063370718274
granite42_8b,fsfairx_llama3_rm,75,0.5,0.4898374776087668,0.4734762593214429,0.016361218287323898,3.45555198707783,0.5372021526087668,94729.35,130.64,90,0.5277442405714429,108535.9625,123792.88825772838,23.47755082442221
granite42_8b,fsfairx_llama3_rm,75,1.0,0.445089540507004,0.4284805331749867,0.01660900733201731,3.876257156642955,0.498278628007004,53189.0875,81.4525,63,0.5044374906749867,75956.9575,67868.72505012069,21.62945825088044
granite42_8b,fsfairx_llama3_rm,75,2.0,0.3932543247032181,0.37643503415182655,0.01681929055139153,4.468046017366134,0.4520997247032181,29422.7,45.325,36,0.46339253915182654,43478.7525,36621.22645984789,19.65670501980721
granite42_8b,fsfairx_llama3_rm,75,5.0,0.3156279756924027,0.31235343051992676,0.00327454517247594,1.0483461529541416,0.3821980631924027,13314.0175,20.735,14,0.3966207055199268,16853.455,13358.454249827373,0.3326488903306113
granite42_8b,fsfairx_llama3_rm,75,10.0,0.26303766638666115,0.256513076472763,0.006524589913898149,2.5435700992775474,0.33916869138666117,7613.1025,11.64,8,0.353183126472763,9667.005,8370.431928854852,9.047674424591634
granite42_8b,fsfairx_llama3_rm,75,20.0,0.2022198996037585,0.19220363041636104,0.010016269187397453,5.2112799147964655,0.3138536496037585,5581.6875,7.1925,4,0.28924413041636104,4852.025,6363.1916858496525,12.28163827890879
granite42_8b,rm_mistral_7b,71,0.1,0.563022563007898,0.5643798334223514,-0.0013572704144534375,-0.24048882225700108,0.595019591507898,319970.285,443.9925,365,0.6064862959223515,421064.625,346791.3873063938,7.734073938432939
granite42_8b,rm_mistral_7b,71,0.2,0.5288121224065392,0.5258166062416529,0.002995516164886247,0.5696883912239125,0.5666007854065392,188943.315,316.6875,211,0.574502252241653,243428.23,212006.7102519404,10.87861569312254
granite42_8b,rm_mistral_7b,71,0.5,0.4813594595372781,0.46761754736336736,0.013741912173910742,2.938707550944926,0.5267668045372781,90814.69,180.4875,122,0.5379303236133673,140625.5525,114620.7976878707,20.769448623711583
granite42_8b,rm_mistral_7b,71,1.0,0.4384561227251812,0.4258684921045911,0.012587630620590096,2.9557553221144706,0.4894433427251812,50987.22,107.58,57,0.4915733471045911,65704.855,62010.41072214992,17.776354960042983
granite42_8b,rm_mistral_7b,71,2.0,0.3908382452800229,0.37964148865607117,0.011196756623951754,2.9492974183586234,0.4472834152800229,28222.585,59.0625,35,0.4604000686560712,40379.29,33723.44320720563,16.311674265901388
