generator,reward_model,price_per_million,policy,fixed_n,fixed_net_utility,adaptive_quality,adaptive_output_tokens,adaptive_calls,adaptive_net_utility,relative_gain_percent
granite42_8b,rm_mistral_7b,10.0,one_over_n,7.4,0.24503165921066355,0.36993612352489663,13957.048,20.687,0.23036564352489663,-5.97689822132044
granite42_8b,rm_mistral_7b,10.0,one_over_n_plus_one,7.4,0.24503165921066355,0.36411705045055126,13092.117999999999,19.903,0.2331958704505513,-4.826389290645625
granite42_8b,rm_mistral_7b,10.0,record_then_smooth,7.4,0.24503165921066355,0.36105151816294084,12602.062000000002,19.197,0.23503089816294082,-4.072903699703432
granite42_8b,rm_mistral_7b,10.0,current_mean_costse2,7.4,0.24503165921066355,0.3298208253465664,7465.978999999999,13.006499999999999,0.2551610353465664,4.14348039135251
ministral3_8b,fsfairx_llama3_rm,0.1,four_over_n,425.8,0.564225158667918,0.6399781586754422,916812.8685000001,929.1105000000001,0.5482968718254421,-2.825903271726376
ministral3_8b,fsfairx_llama3_rm,0.1,four_over_n_plus_one,425.8,0.564225158667918,0.6399781586754422,916629.041,929.003,0.5483152545754421,-2.8226413682067846
ministral3_8b,fsfairx_llama3_rm,0.1,one_over_n,425.8,0.564225158667918,0.6135629448624051,481047.97199999995,625.4575000000001,0.5654581476624051,0.21786970978289094
ministral3_8b,fsfairx_llama3_rm,0.1,one_over_n_plus_one,425.8,0.564225158667918,0.6134858771169004,480348.71099999995,624.932,0.5654510060169005,0.21663699345322024
ministral3_8b,fsfairx_llama3_rm,0.1,record_then_smooth,425.8,0.564225158667918,0.6127227251778532,475540.487,621.299,0.5651686764778532,0.16647686821310753
ministral3_8b,fsfairx_llama3_rm,0.1,current_mean_costse2,425.8,0.564225158667918,0.609694042181252,346084.1215,489.3085,0.5750856300312519,1.9260765280144578
ministral3_8b,fsfairx_llama3_rm,0.2,four_over_n,251.2,0.531749591790609,0.6304353519500447,721907.027,805.7629999999999,0.48605394655004464,-8.597875211886889
ministral3_8b,fsfairx_llama3_rm,0.2,four_over_n_plus_one,251.2,0.531749591790609,0.6304353519500447,721390.164,805.428,0.4861573191500447,-8.578438866574482
ministral3_8b,fsfairx_llama3_rm,0.2,one_over_n,251.2,0.531749591790609,0.5874632781965652,288730.081,437.04349999999994,0.5297172619965651,-0.38269227234024805
ministral3_8b,fsfairx_llama3_rm,0.2,one_over_n_plus_one,251.2,0.531749591790609,0.5873264261935188,287857.97849999997,436.30550000000005,0.5297548304935189,-0.3756954064097592
ministral3_8b,fsfairx_llama3_rm,0.2,record_then_smooth,251.2,0.531749591790609,0.5863367478687409,283569.62549999997,432.3915,0.5296228227687407,-0.4006785032343786
ministral3_8b,fsfairx_llama3_rm,0.2,current_mean_costse2,251.2,0.531749591790609,0.5828688048982535,199777.82749999998,315.54249999999996,0.5429132393982535,2.099874335890451
ministral3_8b,fsfairx_llama3_rm,0.5,four_over_n,131.8,0.478724070908169,0.6053590812474674,411650.726,564.657,0.3995337182474674,-16.546327690599615
ministral3_8b,fsfairx_llama3_rm,0.5,four_over_n_plus_one,131.8,0.478724070908169,0.6053590812474674,410948.13600000006,564.0855,0.3998850132474674,-16.472943449436965
ministral3_8b,fsfairx_llama3_rm,0.5,one_over_n,131.8,0.478724070908169,0.546745860422295,136775.50499999998,241.325,0.478358107922295,-0.07742455248845326
ministral3_8b,fsfairx_llama3_rm,0.5,one_over_n_plus_one,131.8,0.478724070908169,0.5464686138803726,135952.089,240.55450000000002,0.47849256938037266,-0.04936631617982478
ministral3_8b,fsfairx_llama3_rm,0.5,record_then_smooth,131.8,0.478724070908169,0.5446385825349177,132822.46349999998,237.10249999999996,0.4782273507849176,-0.10498215940780568
ministral3_8b,fsfairx_llama3_rm,0.5,current_mean_costse2,131.8,0.478724070908169,0.5424423541694621,92803.45300000001,159.19600000000003,0.4960406276694621,3.6170191446008717
ministral3_8b,fsfairx_llama3_rm,1.0,four_over_n,61.0,0.43418607828310185,0.5762227386201563,240272.813,381.09700000000004,0.33594992562015624,-22.623858693477914
ministral3_8b,fsfairx_llama3_rm,1.0,four_over_n_plus_one,61.0,0.43418607828310185,0.576167502217771,239501.89649999997,380.3855,0.336665605717771,-22.459041306537223
ministral3_8b,fsfairx_llama3_rm,1.0,one_over_n,61.0,0.43418607828310185,0.5143794322036198,77272.973,142.81349999999998,0.43710645920361985,0.6749306158959965
ministral3_8b,fsfairx_llama3_rm,1.0,one_over_n_plus_one,61.0,0.43418607828310185,0.5133705260666128,76418.1735,142.02249999999998,0.43695235256661275,0.6393111931927162
ministral3_8b,fsfairx_llama3_rm,1.0,record_then_smooth,61.0,0.43418607828310185,0.511910879038429,74333.26249999998,139.5625,0.437577616538429,0.7836036926593726
ministral3_8b,fsfairx_llama3_rm,1.0,current_mean_costse2,61.0,0.43418607828310185,0.5050703336044817,51555.175,95.7275,0.4535151586044817,4.454169684751015
ministral3_8b,fsfairx_llama3_rm,2.0,four_over_n,33.2,0.38917803406478024,0.546745860422295,136775.50499999998,241.325,0.2731948504222951,-29.790628730859346
ministral3_8b,fsfairx_llama3_rm,2.0,four_over_n_plus_one,33.2,0.38917803406478024,0.5464686138803726,135952.089,240.55450000000002,0.27456443588037266,-29.438565291033246
ministral3_8b,fsfairx_llama3_rm,2.0,one_over_n,33.2,0.38917803406478024,0.48415565198917776,44207.1485,86.682,0.3957413549891778,1.6962651302171685
ministral3_8b,fsfairx_llama3_rm,2.0,one_over_n_plus_one,33.2,0.38917803406478024,0.4827892973472448,43455.099,85.9195,0.3958790993472448,1.7316564776804841
ministral3_8b,fsfairx_llama3_rm,2.0,record_then_smooth,33.2,0.38917803406478024,0.4801921110166093,41955.7575,83.92,0.3962805960166093,1.8341010638042288
ministral3_8b,fsfairx_llama3_rm,2.0,current_mean_costse2,33.2,0.38917803406478024,0.4693555543842855,28176.972,53.53399999999999,0.41300161038428557,6.130335737326095
ministral3_8b,fsfairx_llama3_rm,5.0,four_over_n,14.0,0.32531849754614617,0.5048790806407023,64491.702000000005,121.221,0.1824205706407023,-43.93008119706568
ministral3_8b,fsfairx_llama3_rm,5.0,four_over_n_plus_one,14.0,0.32531849754614617,0.5043364227469871,63692.352,120.41449999999998,0.18587466274698708,-42.86858083994227
ministral3_8b,fsfairx_llama3_rm,5.0,one_over_n,14.0,0.32531849754614617,0.43425255465133183,21450.49,41.868,0.3270001046513318,0.5216045725854427
ministral3_8b,fsfairx_llama3_rm,5.0,one_over_n_plus_one,14.0,0.32531849754614617,0.43120143202011274,20643.3085,41.059000000000005,0.3279848895201127,0.8248589854726618
ministral3_8b,fsfairx_llama3_rm,5.0,record_then_smooth,14.0,0.32531849754614617,0.4266462114130681,19794.34,39.835,0.32767451141306814,0.7286694444695895
ministral3_8b,fsfairx_llama3_rm,5.0,current_mean_costse2,14.0,0.32531849754614617,0.40627701997669563,12699.743,24.921499999999998,0.3427783049766957,5.371766222884763
ministral3_8b,fsfairx_llama3_rm,10.0,four_over_n,8.8,0.27209247006688103,0.47128734729003374,36991.076,73.062,0.1013765872900338,-62.76923191904825
ministral3_8b,fsfairx_llama3_rm,10.0,four_over_n_plus_one,8.8,0.27209247006688103,0.4680432718364872,36093.011,72.1565,0.10711316183648718,-60.660142161166355
ministral3_8b,fsfairx_llama3_rm,10.0,one_over_n,8.8,0.27209247006688103,0.3961297650128869,12719.961500000001,23.4175,0.26893015001288695,-1.1576531383283244
ministral3_8b,fsfairx_llama3_rm,10.0,one_over_n_plus_one,8.8,0.27209247006688103,0.3917685041027013,11966.069,22.578999999999997,0.27210781410270124,0.013573951522727801
ministral3_8b,fsfairx_llama3_rm,10.0,record_then_smooth,8.8,0.27209247006688103,0.3891907970128606,11545.168000000001,21.851,0.2737391170128606,0.6108533586628194
ministral3_8b,fsfairx_llama3_rm,10.0,current_mean_costse2,8.8,0.27209247006688103,0.36236560328554346,7133.986999999999,14.004500000000002,0.2910257332855435,6.973583218259859
ministral3_8b,rm_mistral_7b,0.1,four_over_n,538.6,0.5728946084241741,0.6544186861196988,947945.4994999999,946.5195,0.5596241361696987,-2.315501648501978
ministral3_8b,rm_mistral_7b,0.1,four_over_n_plus_one,538.6,0.5728946084241741,0.6543055688565792,947813.0255000001,946.436,0.5595242663065793,-2.3329989041832566
ministral3_8b,rm_mistral_7b,0.1,one_over_n,538.6,0.5728946084241741,0.6208131411859408,523835.8635,644.075,0.5684295548359408,-0.7774492914816116
ministral3_8b,rm_mistral_7b,0.1,one_over_n_plus_one,538.6,0.5728946084241741,0.6208131411859408,523129.65,643.5455,0.568500176185941,-0.765115031297223
ministral3_8b,rm_mistral_7b,0.1,record_then_smooth,538.6,0.5728946084241741,0.6202081445360594,518126.0415,639.7955,0.5683955403860594,-0.7831602995033655
ministral3_8b,rm_mistral_7b,0.1,current_mean_costse2,538.6,0.5728946084241741,0.6131722772090459,331645.6855,482.675,0.5800077086590458,1.243827597213009
ministral3_8b,rm_mistral_7b,0.2,four_over_n,256.2,0.53433951147631,0.64226480231161,781046.21,836.1524999999999,0.48605556031161,-9.039707042399606
ministral3_8b,rm_mistral_7b,0.2,four_over_n_plus_one,256.2,0.53433951147631,0.6421595057926078,780535.095,835.8095000000001,0.48605248679260776,-9.040384971939593
ministral3_8b,rm_mistral_7b,0.2,one_over_n,256.2,0.53433951147631,0.592415899004699,313513.24049999996,450.77,0.5297132509046989,-0.8648134937178863
ministral3_8b,rm_mistral_7b,0.2,one_over_n_plus_one,256.2,0.53433951147631,0.5920436790649412,312601.19499999995,450.023,0.5295234400649412,-0.9002015584473961
ministral3_8b,rm_mistral_7b,0.2,record_then_smooth,256.2,0.53433951147631,0.5906122584066456,308118.345,445.2025,0.5289885894066455,-1.0002707629882546
ministral3_8b,rm_mistral_7b,0.2,current_mean_costse2,256.2,0.53433951147631,0.5837043982594717,192836.332,309.96500000000003,0.5451371318594718,2.0204419307430914
ministral3_8b,rm_mistral_7b,0.5,four_over_n,120.2,0.4828686799674459,0.6143970367772058,448779.3075,582.6270000000001,0.3900073830272059,-19.232605636753902
ministral3_8b,rm_mistral_7b,0.5,four_over_n_plus_one,120.2,0.4828686799674459,0.6142486865098642,448004.58650000003,582.018,0.3902463932598642,-19.18302180723969
ministral3_8b,rm_mistral_7b,0.5,one_over_n,120.2,0.4828686799674459,0.5488112090170795,146567.1675,241.5845,0.4755276252670795,-1.5207771388494247
ministral3_8b,rm_mistral_7b,0.5,one_over_n_plus_one,120.2,0.4828686799674459,0.5485358715100661,145764.38650000002,240.81,0.4756536782600661,-1.4947154850716307
ministral3_8b,rm_mistral_7b,0.5,record_then_smooth,120.2,0.4828686799674459,0.5472296304400199,142961.907,237.64849999999996,0.47574867694002004,-1.474358192270921
ministral3_8b,rm_mistral_7b,0.5,current_mean_costse2,120.2,0.4828686799674459,0.5376580026047064,91169.12550000001,162.14350000000002,0.49207343985470653,1.9069680885182634
ministral3_8b,rm_mistral_7b,1.0,four_over_n,62.8,0.4353212331037505,0.5812696495187637,261223.2855,391.07550000000003,0.32004636401876374,-26.483251724422644
ministral3_8b,rm_mistral_7b,1.0,four_over_n_plus_one,62.8,0.4353212331037505,0.5811421750784056,260416.477,390.3445,0.3207256980784056,-26.327086257157454
ministral3_8b,rm_mistral_7b,1.0,one_over_n,62.8,0.4353212331037505,0.5146384640164701,81889.468,141.853,0.43274899601647004,-0.5932734346501121
ministral3_8b,rm_mistral_7b,1.0,one_over_n_plus_one,62.8,0.4353212331037505,0.5128159873913946,80938.1895,140.94250000000002,0.43187779789139463,-0.7938651016681293
ministral3_8b,rm_mistral_7b,1.0,record_then_smooth,62.8,0.4353212331037505,0.5101048312571701,78654.146,138.25,0.4314506852571701,-0.891573537957337
ministral3_8b,rm_mistral_7b,1.0,current_mean_costse2,62.8,0.4353212331037505,0.5021039737421715,50752.223,98.01500000000001,0.45135175074217154,3.6814134092081163
ministral3_8b,rm_mistral_7b,2.0,four_over_n,35.6,0.38835437215982316,0.5488112090170795,146567.1675,241.5845,0.2556768740170795,-34.1683511180967
ministral3_8b,rm_mistral_7b,2.0,four_over_n_plus_one,35.6,0.38835437215982316,0.5485358715100661,145764.38650000002,240.81,0.2570070985100662,-33.82577000424094
ministral3_8b,rm_mistral_7b,2.0,one_over_n,35.6,0.38835437215982316,0.4776484013931591,46045.195999999996,82.60999999999999,0.38555800939315904,-0.7214850267267953
ministral3_8b,rm_mistral_7b,2.0,one_over_n_plus_one,35.6,0.38835437215982316,0.4755644223988553,45150.795,81.73150000000001,0.38526283239885534,-0.7974447301486004
ministral3_8b,rm_mistral_7b,2.0,record_then_smooth,35.6,0.38835437215982316,0.4708492224425391,43407.293000000005,79.636,0.3840346364425391,-1.1145340599204698
ministral3_8b,rm_mistral_7b,2.0,current_mean_costse2,35.6,0.38835437215982316,0.45640574798628675,27951.047499999997,55.6475,0.40050365298628676,3.1286152363525344
ministral3_8b,rm_mistral_7b,5.0,four_over_n,17.2,0.3198663400294285,0.5022275418559379,67767.7255,119.08099999999999,0.1633889143559378,-48.934445854162036
ministral3_8b,rm_mistral_7b,5.0,four_over_n_plus_one,17.2,0.3198663400294285,0.500582804710506,66860.5255,117.87150000000001,0.16628017721050584,-48.03086112864522
ministral3_8b,rm_mistral_7b,5.0,one_over_n,17.2,0.3198663400294285,0.42273399074077567,21802.915499999996,39.473,0.3137194132407757,-1.9225077356323577
ministral3_8b,rm_mistral_7b,5.0,one_over_n_plus_one,17.2,0.3198663400294285,0.41782345384874375,20953.7465,38.5235,0.31305472134874374,-2.1292187034063685
ministral3_8b,rm_mistral_7b,5.0,record_then_smooth,17.2,0.3198663400294285,0.41373987178775157,20043.2325,37.253,0.3135237092877516,-1.9817014929751793
ministral3_8b,rm_mistral_7b,5.0,current_mean_costse2,17.2,0.3198663400294285,0.39178063894260173,12576.4005,25.479999999999997,0.3288986364426017,2.824648472124708
ministral3_8b,rm_mistral_7b,10.0,four_over_n,8.8,0.26004034447973073,0.46517292243880337,38291.3495,69.436,0.08225942743880331,-68.43617033605469
ministral3_8b,rm_mistral_7b,10.0,four_over_n_plus_one,8.8,0.26004034447973073,0.46205886323494205,37322.891500000005,68.54249999999999,0.08882994823494197,-65.90632266710583
ministral3_8b,rm_mistral_7b,10.0,one_over_n,8.8,0.26004034447973073,0.3814053825377342,12760.483499999998,22.930999999999997,0.2538005475377342,-2.3795496453358536
ministral3_8b,rm_mistral_7b,10.0,one_over_n_plus_one,8.8,0.26004034447973073,0.37768831218829957,12053.077000000001,22.2105,0.25715754218829956,-1.0817591162156486
ministral3_8b,rm_mistral_7b,10.0,record_then_smooth,8.8,0.26004034447973073,0.3763480702461548,11626.319500000001,21.467,0.2600848752461548,0.044964655211131355
ministral3_8b,rm_mistral_7b,10.0,current_mean_costse2,8.8,0.26004034447973073,0.3500861472763269,7163.138499999999,14.284,0.27845476227632693,7.126925197485275
qwen35_9b,fsfairx_llama3_rm,0.1,four_over_n,482.0,0.551896518302828,0.6169712722012841,745235.5804999999,929.5865,0.5424477141512842,-1.7136274557678899
qwen35_9b,fsfairx_llama3_rm,0.1,four_over_n_plus_one,482.0,0.551896518302828,0.6169712722012841,745071.7235000001,929.4679999999998,0.5424640998512842,-1.7106580407078416
qwen35_9b,fsfairx_llama3_rm,0.1,one_over_n,482.0,0.551896518302828,0.5957091847739372,394030.302,619.516,0.5563061545739372,0.7976530024293367
qwen35_9b,fsfairx_llama3_rm,0.1,one_over_n_plus_one,482.0,0.551896518302828,0.5956695411965971,393480.245,618.992,0.5563215166965971,0.8003824425875836
qwen35_9b,fsfairx_llama3_rm,0.1,record_then_smooth,482.0,0.551896518302828,0.5954892492803234,389929.19000000006,615.5409999999999,0.5564963302803235,0.8319923886151702
qwen35_9b,fsfairx_llama3_rm,0.1,current_mean_costse2,482.0,0.551896518302828,0.5958082661532031,330774.8705,550.0965,0.562730779103203,1.9616422406234775
qwen35_9b,fsfairx_llama3_rm,0.2,four_over_n,231.4,0.5221703234637225,0.6090012556354931,590983.401,802.8275,0.49080457543549316,-6.010071522704224
qwen35_9b,fsfairx_llama3_rm,0.2,four_over_n_plus_one,231.4,0.5221703234637225,0.6090012556354931,590550.3134999999,802.454,0.49089119293549305,-5.993482722021679
qwen35_9b,fsfairx_llama3_rm,0.2,one_over_n,231.4,0.5221703234637225,0.5763012934449449,246977.74500000002,450.45349999999996,0.5269057444449448,0.9056465379524591
qwen35_9b,fsfairx_llama3_rm,0.2,one_over_n_plus_one,231.4,0.5221703234637225,0.5761015017589374,246362.8835,449.828,0.5268289250589373,0.8908545769755968
qwen35_9b,fsfairx_llama3_rm,0.2,record_then_smooth,231.4,0.5221703234637225,0.5755314327686843,243102.72999999998,445.68,0.5269108867686844,0.9068676051639821
qwen35_9b,fsfairx_llama3_rm,0.2,current_mean_costse2,231.4,0.5221703234637225,0.5755134384923235,191811.88050000003,368.151,0.5371510623923236,2.86890334456768
qwen35_9b,fsfairx_llama3_rm,0.5,four_over_n,103.4,0.4833807002972306,0.5901049044309283,339754.673,562.0515000000001,0.42022756793092847,-13.067776204734443
qwen35_9b,fsfairx_llama3_rm,0.5,four_over_n_plus_one,103.4,0.4833807002972306,0.5900726637637286,339161.426,561.481,0.42049195076372864,-13.013020060974839
qwen35_9b,fsfairx_llama3_rm,0.5,one_over_n,103.4,0.4833807002972306,0.546363823319698,122136.78700000001,254.18800000000002,0.48529542981969803,0.3967504022951553
qwen35_9b,fsfairx_llama3_rm,0.5,one_over_n_plus_one,103.4,0.4833807002972306,0.5460295174678939,121422.22450000001,253.36600000000004,0.48531840521789393,0.40135589384186765
qwen35_9b,fsfairx_llama3_rm,0.5,record_then_smooth,103.4,0.4833807002972306,0.5449874563369301,119067.52450000001,250.12000000000003,0.4854536940869301,0.4291975381748582
qwen35_9b,fsfairx_llama3_rm,0.5,current_mean_costse2,103.4,0.4833807002972306,0.5437999608080252,88813.2125,193.007,0.4993933545580253,3.3124485148686085
qwen35_9b,fsfairx_llama3_rm,1.0,four_over_n,66.4,0.44870551943743386,0.5689468479283522,209290.003,396.127,0.35965684492835215,-19.850281267157776
qwen35_9b,fsfairx_llama3_rm,1.0,four_over_n_plus_one,66.4,0.44870551943743386,0.5688818327544735,208650.756,395.4035,0.3602310767544734,-19.72235356913844
qwen35_9b,fsfairx_llama3_rm,1.0,one_over_n,66.4,0.44870551943743386,0.5173654881773107,69589.954,149.7655,0.4477755341773107,-0.2072133854847989
qwen35_9b,fsfairx_llama3_rm,1.0,one_over_n_plus_one,66.4,0.44870551943743386,0.516897765728016,68938.512,148.99200000000002,0.44795925372801604,-0.1663623064322496
qwen35_9b,fsfairx_llama3_rm,1.0,record_then_smooth,66.4,0.44870551943743386,0.5152683647750328,67189.51550000001,146.307,0.4480788492750327,-0.13951546570066337
qwen35_9b,fsfairx_llama3_rm,1.0,current_mean_costse2,66.4,0.44870551943743386,0.5134695518457729,48584.4715,108.50899999999999,0.464885080345773,3.6052431926882846
qwen35_9b,fsfairx_llama3_rm,2.0,four_over_n,32.6,0.41203544137382647,0.546363823319698,122136.78700000001,254.18800000000002,0.3020902493196981,-26.692019844046968
qwen35_9b,fsfairx_llama3_rm,2.0,four_over_n_plus_one,32.6,0.41203544137382647,0.5460295174678939,121422.22450000001,253.36600000000004,0.3031850684678939,-26.425530351085342
qwen35_9b,fsfairx_llama3_rm,2.0,one_over_n,32.6,0.41203544137382647,0.4894065739665777,39985.8495,86.08600000000001,0.40943487496657766,-0.6303925541988227
qwen35_9b,fsfairx_llama3_rm,2.0,one_over_n_plus_one,32.6,0.41203544137382647,0.48774445491475155,39307.684,85.23400000000001,0.4091290869147516,-0.7052162044128789
qwen35_9b,fsfairx_llama3_rm,2.0,record_then_smooth,32.6,0.41203544137382647,0.4854787280847752,37999.3175,83.2045,0.4094800930847752,-0.6189452717944223
qwen35_9b,fsfairx_llama3_rm,2.0,current_mean_costse2,32.6,0.41203544137382647,0.47692212781342586,26333.259000000002,59.7395,0.42425560981342586,2.9660604627568605
qwen35_9b,fsfairx_llama3_rm,5.0,four_over_n,18.6,0.35111075527547875,0.5089111192891693,58305.037,125.447,0.21738593428916936,-38.111541705216794
qwen35_9b,fsfairx_llama3_rm,5.0,four_over_n_plus_one,18.6,0.35111075527547875,0.5078735071206317,57511.219999999994,124.52650000000001,0.2203174071206317,-37.27582468413007
qwen35_9b,fsfairx_llama3_rm,5.0,one_over_n,18.6,0.35111075527547875,0.4422058135027763,19219.1945,41.595,0.34610984100277625,-1.4257413220718518
qwen35_9b,fsfairx_llama3_rm,5.0,one_over_n_plus_one,18.6,0.35111075527547875,0.4386556751387761,18524.675,40.781000000000006,0.34603230013877606,-1.4461436846039697
qwen35_9b,fsfairx_llama3_rm,5.0,record_then_smooth,18.6,0.35111075527547875,0.4355481186357613,17782.512,39.5015,0.34663555863576134,-1.2766186845962
qwen35_9b,fsfairx_llama3_rm,5.0,current_mean_costse2,18.6,0.35111075527547875,0.419110603305895,11588.3105,26.967000000000002,0.361169050805895,2.861775391968509
qwen35_9b,fsfairx_llama3_rm,10.0,four_over_n,10.2,0.2961259269985721,0.48067519477328835,33509.04950000001,72.365,0.1455846997732883,-50.895238050889084
qwen35_9b,fsfairx_llama3_rm,10.0,four_over_n_plus_one,10.2,0.2961259269985721,0.47943222732740215,32852.611,71.587,0.15090611732740208,-49.097337536832995
qwen35_9b,fsfairx_llama3_rm,10.0,one_over_n,10.2,0.2961259269985721,0.4119166609474451,11312.957,24.144,0.29878709094744516,0.8939543852160046
qwen35_9b,fsfairx_llama3_rm,10.0,one_over_n_plus_one,10.2,0.2961259269985721,0.4063913945700025,10665.729000000001,23.315,0.29973410457000255,1.2201710468742433
qwen35_9b,fsfairx_llama3_rm,10.0,record_then_smooth,10.2,0.2961259269985721,0.40374720175226014,10281.7545,22.5055,0.30092965675226013,1.6246043514372548
qwen35_9b,fsfairx_llama3_rm,10.0,current_mean_costse2,10.2,0.2961259269985721,0.3837727830761342,6462.852500000001,14.872499999999999,0.31914425807613417,7.773821168138997
qwen35_9b,rm_mistral_7b,0.1,four_over_n,531.6,0.5604939168196766,0.6259019555097196,766151.363,942.1330000000002,0.5492868192097196,-2.000865743888581
qwen35_9b,rm_mistral_7b,0.1,four_over_n_plus_one,531.6,0.5604939168196766,0.6259019555097196,766044.561,942.051,0.5492974994097195,-1.9989598152910257
qwen35_9b,rm_mistral_7b,0.1,one_over_n,531.6,0.5604939168196766,0.6051578783080007,437351.31200000003,653.3904999999999,0.5614227471080008,0.16504552533977085
qwen35_9b,rm_mistral_7b,0.1,one_over_n_plus_one,531.6,0.5604939168196766,0.605102257694434,436757.24400000006,652.8405,0.561426533294434,0.1657333448946861
qwen35_9b,rm_mistral_7b,0.1,record_then_smooth,531.6,0.5604939168196766,0.6042943919622286,432838.83849999995,649.269,0.5610105081122285,0.09141078679418772
qwen35_9b,rm_mistral_7b,0.1,current_mean_costse2,531.6,0.5604939168196766,0.6001725847786961,318666.9695,536.3655,0.5683058878286961,1.3934389584352846
qwen35_9b,rm_mistral_7b,0.2,four_over_n,279.0,0.5314527927679407,0.6192300490321381,639203.473,838.2845000000001,0.49138935443213805,-7.537508883088023
qwen35_9b,rm_mistral_7b,0.2,four_over_n_plus_one,279.0,0.5314527927679407,0.6190634214801355,638689.3335,837.8474999999999,0.4913255547801354,-7.5495334838660195
qwen35_9b,rm_mistral_7b,0.2,one_over_n,279.0,0.5314527927679407,0.5819559384521328,266039.838,464.48850000000004,0.5287479708521328,-0.5084700345686161
qwen35_9b,rm_mistral_7b,0.2,one_over_n_plus_one,279.0,0.5314527927679407,0.5816938779077157,265266.24,463.7415,0.5286406299077158,-0.5286144037846721
qwen35_9b,rm_mistral_7b,0.2,record_then_smooth,279.0,0.5314527927679407,0.5808256273377198,261629.78100000002,459.5865,0.5284996711377199,-0.5553130858824354
qwen35_9b,rm_mistral_7b,0.2,current_mean_costse2,279.0,0.5314527927679407,0.5777349252205721,186183.5305,360.2685,0.540498219120572,1.702303008914199
qwen35_9b,rm_mistral_7b,0.5,four_over_n,112.2,0.48827906156372824,0.5978823931974891,375023.16799999995,591.116,0.4103708091974892,-15.957766661372906
qwen35_9b,rm_mistral_7b,0.5,four_over_n_plus_one,112.2,0.48827906156372824,0.5975272512855353,374400.7565,590.5305000000001,0.4103268730355353,-15.96680919954783
qwen35_9b,rm_mistral_7b,0.5,one_over_n,112.2,0.48827906156372824,0.5478248115972111,128574.5115,255.8355,0.48353755584721103,-0.9715646117690053
qwen35_9b,rm_mistral_7b,0.5,one_over_n_plus_one,112.2,0.48827906156372824,0.5464931733589025,127656.179,254.7625,0.48266508385890255,-1.1501468034913178
qwen35_9b,rm_mistral_7b,0.5,record_then_smooth,112.2,0.48827906156372824,0.5456883873797944,125336.90750000002,251.40599999999995,0.48301993362979445,-1.0773792121108712
qwen35_9b,rm_mistral_7b,0.5,current_mean_costse2,112.2,0.48827906156372824,0.5448833460458751,86771.024,189.74049999999997,0.501497834045875,2.7068381558010417
qwen35_9b,rm_mistral_7b,1.0,four_over_n,73.4,0.45066224395306637,0.57482693577321,224748.93199999997,410.2365,0.35007800377320997,-22.325631686270306
qwen35_9b,rm_mistral_7b,1.0,four_over_n_plus_one,73.4,0.45066224395306637,0.5747935513501358,224080.72100000005,409.505,0.3507128303501358,-22.184661157900212
qwen35_9b,rm_mistral_7b,1.0,one_over_n,73.4,0.45066224395306637,0.5159897801399664,71249.0455,145.723,0.44474073463996644,-1.3144279397991419
qwen35_9b,rm_mistral_7b,1.0,one_over_n_plus_one,73.4,0.45066224395306637,0.5154157104017081,70558.84550000001,144.90500000000003,0.444856864901708,-1.288972939967511
qwen35_9b,rm_mistral_7b,1.0,record_then_smooth,73.4,0.45066224395306637,0.5125790643298427,68536.4835,141.7875,0.44404258082984266,-1.4704681591444875
qwen35_9b,rm_mistral_7b,1.0,current_mean_costse2,73.4,0.45066224395306637,0.5105914359973978,47771.295,106.60350000000001,0.4628201409973978,2.6960862266367274
qwen35_9b,rm_mistral_7b,2.0,four_over_n,35.6,0.41149952514726673,0.5478248115972111,128574.5115,255.8355,0.290675788597211,-29.371177568878647
qwen35_9b,rm_mistral_7b,2.0,four_over_n_plus_one,35.6,0.41149952514726673,0.5464931733589025,127656.179,254.7625,0.29118081535890256,-29.248684800429594
qwen35_9b,rm_mistral_7b,2.0,one_over_n,35.6,0.41149952514726673,0.4869983426031821,40337.517,83.342,0.4063233086031821,-1.2583492009932953
qwen35_9b,rm_mistral_7b,2.0,one_over_n_plus_one,35.6,0.41149952514726673,0.48490033960217627,39568.196500000005,82.3865,0.40576394660217635,-1.3950923239769355
qwen35_9b,rm_mistral_7b,2.0,record_then_smooth,35.6,0.41149952514726673,0.48333882130840927,38260.179000000004,80.3225,0.4068184633084093,-1.13877916170538
qwen35_9b,rm_mistral_7b,2.0,current_mean_costse2,35.6,0.41149952514726673,0.4718742172059077,26072.8825,58.722,0.41972845220590765,1.9953108822417778
qwen35_9b,rm_mistral_7b,5.0,four_over_n,17.2,0.3490588252502731,0.5058892506234166,59113.058,121.3375,0.21032396062341654,-39.76696554302102
qwen35_9b,rm_mistral_7b,5.0,four_over_n_plus_one,17.2,0.3490588252502731,0.5053965408501953,58444.242000000006,120.53200000000001,0.2131753308501952,-38.94814196220441
qwen35_9b,rm_mistral_7b,5.0,one_over_n,17.2,0.3490588252502731,0.4382621802523781,19054.922,40.167500000000004,0.34298757025237814,-1.7394029405507534
qwen35_9b,rm_mistral_7b,5.0,one_over_n_plus_one,17.2,0.3490588252502731,0.43308422666963564,18300.665499999996,39.3035,0.3415808991696357,-2.143258340532634
qwen35_9b,rm_mistral_7b,5.0,record_then_smooth,17.2,0.3490588252502731,0.42965576276622697,17549.701500000003,37.9995,0.34190725526622695,-2.0493464763384623
